event_id,headline,url,source,published,v1_place_name,v1_lat,v1_lon,valid_wildlife_article,event_type,event_subtype,species_common,species_scientific,species_iucn,animal_count,correct_place_name,correct_lat,correct_lon,location_precision,location_correct,location_error_type,human_casualties,human_injuries,animal_casualties,severity,cluster_id,notes_for_nikunj
GS061,"Kerala govt seeks Centre's permission to use forest land for Wayanad MCH expansion",https://www.thehindu.com/news/national/kerala/kerala-govt-seeks-centres-permission-to-use-forest-land-for-wayanad-mch-expansion/article71079653.ece,The Hindu,2026-06-09,Kerala,10.8505,76.2711,YES,habitat_threat,forest_diversion,,,,,Wayanad Kerala,11.6,76.0,district,NO,too_broad,0,0,0,medium,,"v1 extracted state centroid. Headline names Wayanad. MCH = Medical College Hospital."
GS062,"Drone squad formed to monitor wild elephants at Aralam in Kerala's Kannur",https://www.thehindu.com/news/national/kerala/drone-squad-formed-to-monitor-wild-elephants-at-aralam-in-keralas-kannur/article71079609.ece,The Hindu,2026-06-09,Kerala,10.8505,76.2711,YES,conservation_action,surveillance_deployment,Asian Elephant,Elephas maximus,EN,,Aralam Wildlife Sanctuary Kannur Kerala,12.05,75.75,point,NO,too_broad,0,0,0,medium,,"v1 extracted Kerala state centroid. Headline names Aralam (a wildlife sanctuary in Kannur) explicitly."
GS063,"Woman 55 Mauled To Death By Leopard In Uttarakhand Wild Cat Shot Dead",https://www.ndtv.com/india-news/woman-55-mauled-to-death-by-leopard-in-uttarakhand-wild-cat-shot-dead-11614383,NDTV,2026-06-09,Uttarakhand,30.0668,79.0193,YES,hwc,leopard_attack_fatal,Leopard,Panthera pardus,VU,1,Uttarakhand,30.0668,79.0193,state,NO,too_broad,1,0,1,critical,,"State level only — headline doesn't name a specific location. VALIDATE: Article may name district/village — state level is appropriate fallback if not."
GS064,"Kerala wild elephant attack: forest department takes responsibility for victim's children",https://www.thehindu.com/news/national/kerala/kerala-wild-elephant-attack-forest-department-takes-responsibility-for-victims-children/article71081002.ece,The Hindu,2026-06-09,Kerala,10.8505,76.2711,YES,hwc,elephant_attack_fatal,Asian Elephant,Elephas maximus,EN,1,Wayanad Kerala,11.6,76.0,district,NO,too_broad,1,0,0,critical,WAYANAD-ELEPHANT-ATTACK,"Follow-up article to GS048. Same event — should be merged in v2."
GS065,"Study unveils new fish species in Western Ghats solves evolutionary riddle",https://www.thehindu.com/news/national/kerala/study-unveils-new-fish-species-in-western-ghats-solves-evolutionary-riddle/article71080594.ece,The Hindu,2026-06-09,Western Ghats,13.0,75.5,YES,discovery,new_species,New fish species (Western Ghats),,,,1,Western Ghats,13.0,75.5,region,YES,,0,0,0,low,,"Region level is appropriate — Western Ghats spans multiple states."
GS066,"Awareness campaign against plastic use held during temple festival in Mudumalai Tiger Reserve",https://www.thehindu.com/news/cities/Coimbatore/awareness-campaign-against-plastic-use-held-during-temple-festival-in-mudumalai-tiger-reserve/article71079997.ece,The Hindu,2026-06-09,Mudumalai Tiger Reserve,11.55,76.6167,YES,conservation_action,awareness_campaign,,,,,Mudumalai Tiger Reserve,11.55,76.6167,point,YES,,0,0,0,low,,"Gazetteer match — v1 correct."
GS067,"Tree plantation drive held to mark 'Surgeons Week' in Kurnool",https://www.thehindu.com/news/national/andhra-pradesh/tree-plantation-drive-held-to-mark-surgeons-week-in-kurnool/article71079766.ece,The Hindu,2026-06-09,Kurnool,15.8281,78.0373,NO,other,,,,,,,,,,,,,0,0,0,,,,"FALSE POSITIVE: Routine plantation drive by doctors. No wildlife content."
GS068,"A stray tigress finds a new home giving a struggling Chhattisgarh reserve hope of revival",https://indianexpress.com/article/india/a-stray-tigress-finds-a-new-home-giving-a-struggling-chhattisgarh-reserve-hope-of-revival-10728794/,Indian Express,2026-06-08,Chhattisgarh,21.2787,81.8661,YES,conservation_action,wildlife_recolonization,Tiger,Panthera tigris,EN,1,Chhattisgarh,21.2787,81.8661,state,NO,too_broad,0,0,0,low,,"VALIDATE: Which reserve? Udanti-Sitanadi or Achanakmar? State centroid is fallback. Positive story."
GS069,"15 months & counting Rajasthan Forest Department sits on its probe that exposed graft within",https://indianexpress.com/article/india/15-months-counting-rajasthan-forest-department-sits-on-its-probe-that-exposed-graft-within-10728854/,Indian Express,2026-06-08,Rajasthan,27.0238,74.2179,BORDERLINE,policy,governance_probe,,,,,Rajasthan,27.0238,74.2179,state,YES,,0,0,0,medium,,"VALIDATE: Forest department corruption investigation. Borderline — does this belong in an ecological intelligence system?"
GS070,"Special missions on the anvil for integrated water management and wetland protection in Kerala",https://www.thehindu.com/news/national/kerala/special-missions-on-the-anvil-for-integrated-water-management-and-wetland-protection-in-kerala/article71076408.ece,The Hindu,2026-06-08,Kerala,10.8505,76.2711,YES,policy,wetland_conservation,,,,,Kerala,10.8505,76.2711,state,YES,,0,0,0,medium,,"Wetland protection is within scope."
GS071,"Experts question Kerala's move to assess carrying capacity of forests and conduct wildlife census to mitigate conflicts",https://www.thehindu.com/news/national/kerala/experts-question-keralas-move-to-assess-carrying-capacity-of-forests-and-conduct-wildlife-census-to-mitigate-conflicts/article71073256.ece,The Hindu,2026-06-08,Kerala,10.8505,76.2711,YES,research,carrying_capacity_study,,,,,Kerala,10.8505,76.2711,state,YES,,0,0,0,medium,,"Important methodological debate relevant to HWC management."
GS072,"Naga man killed by armed miscreants in Kangpokpi forest",https://indianexpress.com/article/india/manipur-violence-rongmei-naga-leader-killed-kangpokpi-forest-10730180/,Indian Express,2026-06-08,Kangpokpi,25.08,93.97,NO,other,,,,,,,,,,,,,1,0,0,,,,"FALSE POSITIVE: Ethnic conflict / political violence in a forest area. Not a wildlife event."
GS073,"Mild tension in Khammam as tribal women clash with forest staff over podu land claims",https://www.thehindu.com/news/national/telangana/tension-over-podu-land-issue-in-khammam-district/article71078027.ece,The Hindu,2026-06-08,Khammam,17.2473,80.1514,BORDERLINE,policy,forest_rights,,,,,Khammam Telangana,17.2473,80.1514,district,YES,,0,0,0,low,,"VALIDATE: Forest rights conflict between tribal communities and forest dept. Ecological dimensions (podu = shifting cultivation) — include?"
GS074,"Rare new snake eel species discovered amongst fishing bycatch off the coast of Kakinada",https://researchmatters.in/news/rare-new-snake-eel-species-discovered-amongst-fishing-bycatch-coast-kakinada,Research Matters,2026-06-08,Kakinada,16.9891,82.2475,YES,discovery,new_species,Snake Eel (new species),,,,1,Kakinada coast Andhra Pradesh,16.9891,82.2475,point,YES,,0,0,0,low,,"Location correct."
GS075,"How India's divers turned ocean encounters into conservation action with PADI's Go Eco Month",https://www.thehindu.com/sci-tech/energy-and-environment/how-indias-divers-turned-ocean-encounters-into-conservation-action-with-the-help-of-padis-go-eco-month/article70887057.ece,The Hindu,2026-06-08,Goa,15.2993,74.124,YES,conservation_action,marine_conservation,,,,,Goa coast,15.2993,74.124,district,YES,,0,0,0,low,,"Marine conservation awareness. VALIDATE: Is the Goa location specific to this article or generic?"
GS076,"Goa Forest Official submits police complaint against Minister over soil transportation from forest",https://www.thehindu.com/news/national/goa/goa-forest-official-submits-police-complaint-against-minister-over-soil-transportation-from-forest/article71072494.ece,The Hindu,2026-06-07,Goa,15.2993,74.124,BORDERLINE,policy,illegal_extraction,,,,,Goa,15.2993,74.124,state,YES,,0,0,0,medium,,"Forest governance/corruption case. Soil extraction from forest = habitat threat. VALIDATE: Include?"
GS077,"Tamil Nadu Governor leads plantation drive lays foundation stone for PLAZA in Auroville",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-governor-leads-plantation-drive-lays-foundation-stone-for-plaza-in-auroville/article71072416.ece,The Hindu,2026-06-07,Tamil Nadu,11.1271,78.6569,NO,other,,,,,,,,,,,,,0,0,0,,,,"FALSE POSITIVE: Routine political plantation drive. No wildlife content."
GS078,"8 Asiatic Lion Cubs At Gir Died Due To Heat Not Infection: Gujarat Minister",https://www.ndtv.com/india-news/8-asiatic-lion-cubs-died-due-to-heat-not-babesia-infection-in-gir-forest-gujarat-forest-minister-arjun-modhwadia-11602074,NDTV,2026-06-07,Asiatic lion,21.1239,70.798,YES,mortality,heat_mortality,Asiatic Lion,Panthera leo persica,EN,8,Gir National Park,21.1239,70.798,point,YES,,0,0,8,critical,GIR-LION-CUBS,"NOTE: v1 place_name is 'Asiatic lion' — the NER picked up the species as a location! This is a pipeline bug. Coordinates happen to be correct (Gir). Critical event — 8 EN cubs dead."
GS079,"Manas National Park launches Assam's first grass nursery to tackle 60% grassland loss",https://nenow.in/environment/manas-national-park-launches-assams-first-grass-nursery-to-tackle-60-grassland-loss.html,Northeast Now,2026-06-07,Manas National Park,26.65,91.0,YES,conservation_action,habitat_restoration,,,,,Manas National Park,26.65,91.0,point,YES,,0,0,0,medium,,"Gazetteer match — v1 correct. VALIDATE: 60% grassland loss is also a habitat threat datum worth capturing."
GS080,"Arunachal: Rare yellow puffball mushroom found in Longding forests",https://nenow.in/north-east-news/arunachal-rare-yellow-puffball-mushroom-found-in-longding-forests.html,Northeast Now,2026-06-07,Longding,26.8,95.5833,YES,discovery,new_species,Yellow Puffball (new species),,,,1,Longding Arunachal Pradesh,26.8,95.5833,district,YES,,0,0,0,low,,"Location correct. VALIDATE: Is fungal diversity in scope for v2?"
GS081,"Heat not disease caused deaths of 8 lion cubs in Gir forest",https://www.thehindu.com/news/national/gujarat/heat-not-disease-caused-deaths-of-8-lion-cubs-in-gir-forest/article71070133.ece,The Hindu,2026-06-06,Gir,21.1239,70.798,YES,mortality,heat_mortality,Asiatic Lion,Panthera leo persica,EN,8,Gir National Park,21.1239,70.798,point,YES,,0,0,8,critical,GIR-LION-CUBS,"Duplicate event with GS078. This is the primary/canonical article (The Hindu, more detailed). Both report the same 8 cub deaths."
GS082,"Kaziranga National Park records 30 raptor and six stork species",https://www.thehindu.com/news/national/kaziranga-national-park-records-30-raptor-and-six-stork-species/article71069139.ece,The Hindu,2026-06-06,Kaziranga National Park,26.5775,93.1711,YES,research,bird_survey,Multiple raptors and storks,,,,36,Kaziranga National Park,26.5775,93.1711,point,YES,,0,0,0,low,,"Gazetteer match — v1 correct."
GS083,"Kerala Forest dept introduces India's first judiciary-integrated digital system for wildlife offences",https://www.thehindu.com/news/national/kerala/kerala-forest-dept-introduces-indias-first-judiciary-integrated-digital-system-for-wildlife-offences/article71069629.ece,The Hindu,2026-06-06,Kerala,10.8505,76.2711,YES,policy,digital_governance,,,,,Kerala,10.8505,76.2711,state,YES,,0,0,0,medium,,"State level correct for statewide system rollout."
GS084,"Sustained afforestation efforts under MGNREGA transforms barren land in Bidar into thriving forest",https://www.thehindu.com/news/national/karnataka/sustained-afforestation-efforts-under-mgnrega-transforms-barren-land-in-bidar-into-a-thriving-green-forest/article71069532.ece,The Hindu,2026-06-06,Bidar,17.9104,77.5199,BORDERLINE,conservation_action,afforestation,,,,,Bidar Karnataka,17.9104,77.5199,district,YES,,0,0,0,low,,"VALIDATE: MGNREGA afforestation success story. Borderline — no specific wildlife species. Include?"
GS085,"Mining encroachments threaten Anakapalli's ecology says Rajendra Singh",https://www.thehindu.com/news/national/andhra-pradesh/mining-encroachments-threaten-anakapallis-ecology-says-rajendra-singh/article71066505.ece,The Hindu,2026-06-06,Anakapalli,17.6906,83.0038,YES,habitat_threat,mining_encroachment,,,,,Anakapalli Andhra Pradesh,17.6906,83.0038,district,YES,,0,0,0,high,,"Location correct."
GS086,"Signals from the sea: why sardines jellyfish are washing ashore",https://www.thehindu.com/news/cities/Hyderabad/signals-from-the-sea-why-sardines-jellyfish-are-washing-ashore/article71061429.ece,The Hindu,2026-06-06,Hyderabad,17.385,78.4867,YES,research,marine_ecology,Sardine; Jellyfish,,,,,Indian Coast (not Hyderabad),,,state,NO,wrong_location,0,0,0,medium,,"LOCATION ERROR: v1 pinned to Hyderabad (inland city). Article about marine species washing ashore should be on coast. Published in 'Hyderabad' edition but event is coastal. VALIDATE: Which coast?"
GS087,"Oil India's latest gas find could unlock more hydrocarbon reserves in Andaman offshore",https://indianexpress.com/article/india/oil-india-gas-find-hydrocarbon-reserves-andaman-offshore-10726676/,Indian Express,2026-06-06,Andaman,11.7401,92.6586,NO,other,,,,,,,,,,,,,0,0,0,,,,"FALSE POSITIVE: Oil industry business news. Could be flagged as potential habitat threat but headline gives no ecological context."
GS088,"Nilgiri Tahr population rises to 1364 in Tamil Nadu 4.68% rise over 2025",https://indianexpress.com/article/india/nilgiri-tahr-population-rises-to-1364-in-tamil-nadu-4-68-rise-over-25-10726383/,Indian Express,2026-06-06,Tamil Nadu,11.1271,78.6569,YES,research,population_survey,Nilgiri Tahr,Nilgiritragus hylocrius,EN,1364,Tamil Nadu,11.1271,78.6569,state,YES,,0,0,0,low,,"State level correct for statewide census data. Positive trend — count=1364."
GS089,"Communities rally to conserve marbled cat",https://india.mongabay.com/2026/06/communities-rally-to-conserve-marbled-cat/,Mongabay India,2026-06-05,Arunachal Pradesh,28.218,94.7278,YES,conservation_action,community_conservation,Marbled Cat,Pardofelis marmorata,NT,,Arunachal Pradesh,28.218,94.7278,state,YES,,0,0,0,medium,,"State level acceptable — article likely covers multiple community areas."
GS090,"Compensatory afforestation for biodiversity loss in Nicobar a bogus argument: Jairam Ramesh",https://www.thehindu.com/the-huddle/compensatory-afforestation-for-biodiversity-loss-in-nicobar-is-bogus-argument-jairam-ramesh/article71064638.ece,The Hindu,2026-06-05,Nicobar,8.0883,93.545,YES,policy,conservation_debate,Coral,,LC,,Nicobar Islands,8.0883,93.545,point,YES,,0,0,0,medium,NICOBAR-CORAL,"Policy/opinion piece. Part of Nicobar coral cluster. Jairam Ramesh = former Environment Minister."
GS091,"Vanishing shade: Coimbatore's sparse tree cover falls prey to illegal felling",https://www.thehindu.com/news/cities/Coimbatore/lack-of-guidelines-lacunas-mar-protection-of-trees-in-public-places-from-felling/article71062350.ece,The Hindu,2026-06-05,Coimbatore,11.0168,76.9558,YES,habitat_threat,illegal_felling,,,,,Coimbatore Tamil Nadu,11.0168,76.9558,district,YES,,0,0,0,medium,,"Location correct."
GS092,"BPCL greenfield project in Nellore nears deadline",https://www.thehindu.com/news/national/andhra-pradesh/bpcl-greenfield-project-in-nellore-nears-deadline/article71065940.ece,The Hindu,2026-06-05,Nellore,14.4426,79.9865,NO,other,,,,,,,,,,,,,0,0,0,,,,"FALSE POSITIVE: Oil company project news. No wildlife content."
GS093,"Prime accused in Gandipet government land encroachment case arrested in Tamil Nadu",https://www.thehindu.com/news/cities/Hyderabad/prime-accused-in-gandipet-government-land-encroachment-case-arrested-in-tamil-nadu/article71065424.ece,The Hindu,2026-06-05,Tamil Nadu,11.1271,78.6569,NO,other,,,,,,,,,,,,,0,0,0,,,,"FALSE POSITIVE: Government land encroachment / arrest — no wildlife content."
GS094,"Camera traps installed at 10 locations to track leopard movement in Erode",https://www.thehindu.com/news/cities/Coimbatore/camera-traps-installed-at-10-locations-to-track-leopard-movement-in-erode/article71064652.ece,The Hindu,2026-06-05,Erode,11.3428,77.727,YES,conservation_action,camera_trap_deployment,Leopard,Panthera pardus,VU,,Erode Tamil Nadu,11.3428,77.727,district,YES,,0,0,0,low,,"Location correct."
GS095,"A new leopard gecko emerges from ancient rocks",https://www.nature.com/articles/d44151-026-00105-w,Nature India,2026-06-05,Deccan,17.5,76.0,YES,discovery,new_species,Leopard Gecko (new species),,,,1,Deccan Plateau,17.5,76.0,region,YES,,0,0,0,low,,"Region level is appropriate for a Deccan Plateau species."
GS096,"Scientists Discover a New Microscopic Foraminifera along Maharashtra's Konkan coast",https://researchmatters.in/news/scientists-discover-new-microscopic-foraminifera-along-maharashtras-konkan-coast,Research Matters,2026-06-05,Maharashtra,19.7515,75.7139,YES,discovery,new_species,Foraminifera (new species),,,,1,Konkan coast Maharashtra,17.0,73.5,region,NO,too_broad,0,0,0,low,,"v1 extracted Maharashtra state centroid. Konkan coast is the correct location (coastal strip). VALIDATE: Is microscopic foraminifera in scope for v2?"
GS097,"Unseasonal snowfall blocks the path for migratory pastoralists",https://india.mongabay.com/2026/06/unseasonal-snowfall-blocks-the-path-for-migratory-pastoralists/,Mongabay India,2026-06-04,Jammu and Kashmir,33.7782,76.5762,BORDERLINE,other,climate_impact,,,,,Jammu and Kashmir,33.7782,76.5762,state,YES,,0,0,0,low,,"VALIDATE: Pastoral/human story but impacts wildlife corridors used by migratory herders and wildlife. Include?"
GS098,"The whistling pack hunter",https://india.mongabay.com/short-article/2026/06/the-whistling-pack-hunter/,Mongabay India,2026-06-03,Odisha,20.9517,85.0985,YES,research,species_profile,Dhole (Indian Wild Dog),Cuon alpinus,EN,,Odisha,20.9517,85.0985,state,YES,,0,0,0,low,,"VALIDATE: Short article/species profile. Odisha pin may not be specific to a single event — could be a feature article."
GS099,"Tourists to be banned in Tadoba tiger reserve's core areas for 3 months with eye on monsoon",https://www.thehindu.com/news/national/maharashtra/tourists-to-be-banned-in-tadoba-tiger-reserves-core-areas-for-3-months-with-eye-on-monsoon/article71055567.ece,The Hindu,2026-06-03,Tadoba,20.2333,79.3833,YES,conservation_action,tourism_closure,Tiger,Panthera tigris,EN,,Tadoba Tiger Reserve,20.2333,79.3833,point,YES,,0,0,0,low,,"Gazetteer match — v1 correct."
GS100,"Tigress Zeenat gives birth to four cubs in Similipal",https://www.thehindu.com/sci-tech/energy-and-environment/tigress-zeenat-gives-birth-to-four-cubs-in-similipal-boost-to-translocation-effort/article71052567.ece,The Hindu,2026-06-03,Odisha,20.9517,85.0985,YES,conservation_action,reproduction,Tiger,Panthera tigris,EN,4,Similipal Tiger Reserve,21.95,86.45,point,NO,too_broad,0,0,0,low,,"v1 extracted Odisha state centroid. Similipal Tiger Reserve should be in the gazetteer. Zeenat is a translocated tigress — significant conservation story."
GS101,"Kaziranga records first yellow-throated marten",https://www.thehindu.com/sci-tech/energy-and-environment/kaziranga-records-first-yellow-throated-marten/article71053318.ece,The Hindu,2026-06-03,Assam,26.2006,92.9376,YES,sighting,first_record,Yellow-throated Marten,Martes flavigula,LC,1,Kaziranga National Park,26.5775,93.1711,point,NO,too_broad,0,0,0,low,,"v1 extracted Assam state centroid. Article explicitly mentions Kaziranga — should be in gazetteer."
GS102,"Artificial light at night alters foraging behaviour in kites",https://india.mongabay.com/2026/06/artificial-light-at-night-is-altering-foraging-behaviour-in-kites/,Mongabay India,2026-06-02,Kerala,10.8505,76.2711,YES,research,behaviour_study,Black Kite,Milvus migrans,LC,,Kerala,10.8505,76.2711,state,YES,,0,0,0,low,,"VALIDATE: Is Kerala the study location? Research paper on ALAN effects on kites."
GS103,"Cub deaths prompt preventive measures for Asiatic lions in Bhavnagar",https://www.thehindu.com/sci-tech/energy-and-environment/cub-deaths-prompt-preventive-measures-for-asiatic-lions-in-bhavnagar/article71049594.ece,The Hindu,2026-06-02,Bhavnagar,21.7645,72.1519,YES,conservation_action,preventive_measures,Asiatic Lion,Panthera leo persica,EN,,Bhavnagar Gujarat,21.7645,72.1519,district,YES,,0,0,0,medium,GIR-LION-CUBS,"VALIDATE: Is this related to the Gir cub deaths (GS078/GS081)? Bhavnagar is outside Gir — may be a separate earlier incident (4 cub deaths in May)."
GS104,"Gram Sabha consent fabricated to divert forest for mining bauxite say villagers in Odisha's Koraput",https://www.thehindu.com/news/national/odisha/gram-sabha-consent-fabricated-to-divert-forest-for-mining-bauxite-say-villagers-in-odishas-koraput/article71048380.ece,The Hindu,2026-06-01,Koraput,18.8124,82.7128,YES,habitat_threat,mining_forest_diversion,,,,,Koraput Odisha,18.8124,82.7128,district,YES,,0,0,0,high,,"Location correct."
GS105,"Tiger carcass found in Kaziranga; big cat fatalities this year rise to five",https://news.google.com/rss/articles/CBMiswFBVV95cUxNcE1q...,Assam Tribune,2026-06-01,Assam,26.2006,92.9376,YES,mortality,natural_or_unknown,Tiger,Panthera tigris,EN,1,Kaziranga National Park,26.5775,93.1711,point,NO,too_broad,0,0,1,critical,,"v1 extracted Assam state centroid. Article explicitly names Kaziranga. 5th fatality this year — critical."
GS106,"Nagaland yields a new-to-science cascade frog species",https://www.thehindu.com/sci-tech/energy-and-environment/nagaland-yields-a-new-to-science-cascade-frog-species/article71040301.ece,The Hindu,2026-05-30,Nagaland,26.1584,94.5624,YES,discovery,new_species,Cascade Frog (new species),,,,1,Nagaland,26.1584,94.5624,state,YES,,0,0,0,low,,"State level acceptable if article does not name specific location."
GS107,"Tuskers form all-male groups in the wild finds study",https://india.mongabay.com/2026/05/tuskers-form-all-male-groups-in-the-wild-finds-study/,Mongabay India,2026-05-29,Rajaji National Park,30.0167,78.2667,YES,research,behaviour_study,Asian Elephant,Elephas maximus,EN,,Rajaji National Park,30.0167,78.2667,point,YES,,0,0,0,low,,"Gazetteer match — v1 correct."
GS108,"Postmortem twist in Bandhavgarh tiger death: Struck by tranquiliser after death suffered prolonged physical deterioration",https://indianexpress.com/article/india/bandhavgarh-tiger-death-postmortem-tranquiliser-dart-report-10714656/,Indian Express,2026-05-29,Bandhavgarh,23.7167,81.0333,YES,mortality,suspicious_death,Tiger,Panthera tigris,EN,1,Bandhavgarh Tiger Reserve,23.7167,81.0333,point,YES,,0,0,1,critical,,"Gazetteer match — v1 correct. Suspicious death — tranquiliser dart found post-mortem. High investigation interest."
GS109,"4 lion cubs die in Gujarat's Gir forest region 17 isolated amid viral infection scare",https://www.thehindu.com/news/national/gujarat/4-lion-cubs-die-in-gujarats-gir-forest-region-17-isolated-amid-viral-infection-scare/article71031878.ece,The Hindu,2026-05-28,Gujarat,22.2587,71.1924,YES,mortality,disease_mortality,Asiatic Lion,Panthera leo persica,EN,4,Gir National Park,21.1239,70.798,point,NO,too_broad,0,0,4,critical,GIR-LION-CUBS,"v1 extracted Gujarat state centroid. Gir is explicitly named. VALIDATE: Is this the same event as GS078/GS081 (early deaths that later grew to 8) or a separate earlier incident?"
GS110,"Indian Army IAF contain major forest fire in Himachal's Kasauli slopes",https://www.thehindu.com/news/national/himachal-pradesh/indian-army-iaf-contain-major-forest-fire-in-himachals-kasauli-slopes/article71029584.ece,The Hindu,2026-05-27,Himachal,31.1048,77.1734,YES,habitat_threat,forest_fire,,,,,Kasauli Himachal Pradesh,30.9,76.96,district,NO,too_broad,0,0,0,high,,"v1 extracted Himachal state centroid. Headline names Kasauli specifically."
GS111,"New toad species recorded in Meghalaya named after Khasi women's attire",https://www.thehindu.com/sci-tech/energy-and-environment/new-toad-species-recorded-in-meghalaya-named-after-khasi-womens-attire/article71027776.ece,The Hindu,2026-05-27,Meghalaya,25.467,91.3662,YES,discovery,new_species,Toad (new species),,,,1,Meghalaya,25.467,91.3662,state,YES,,0,0,0,low,,"State level acceptable."
GS112,"India arrests INTERPOL-wanted wildlife trafficker in Sikkim after coordinated chase",https://news.google.com/rss/articles/CBMizAFBVV95cUxQMXBOVTZYVDREMmZxc0RYbmZkM3p0eUFWRm9mYWxyZ3RXYjI0enFmRE1mcU1kMk9QMk42SUFYUFVSclBTMlBFbWtpVVNWVmI5U09jYS1vQ2JEa2xmUGs4T0dRTFB6UzhJTzR6WUlrQmpVQW1LdUJaSVBsWkRWaDVEMkppYks0dWw5a3dJdFlXWW9UN2FkOWgzXzNzazNNbDI2Tm4wT19GSklRZ0xpQzJXSjdpQjFHU19SSXkxeGZOR3hBQ0pjLWYyblpKWTDSAdIBQVVfeXFMUFNRVXh3dGxIaXRwTmZLLTRhd0h2N3oyQ200VGZtS0x2LW1uaHFjb2N3RTdDYTVGc2lLam1RQnBMQ05vQy1sdWUtUDNYQnh1SUdiYWpPNFZLdXpiUjREODNtLTJRdzdrSk90ZDhkMllZcHJuQ0ptYVJqSlR0a09oMmllZm1kRm1CU2FjdS1zbDNnc0hjQzJlS2c4RnpQb3F1ZERoZDhMeVhCYzVvQ2VmSzZLSVVQVE0yX241Um93NWVkY0llc3doTTdxRmt6Ry1rWHpR,Telegraph India,2025-12-05,Sikkim,27.533,88.5122,YES,poaching,trafficking_arrest,,,,,Sikkim,27.533,88.5122,state,YES,,0,0,0,critical,,"INTERPOL-wanted trafficker arrest. Critical severity. VALIDATE: What species were trafficked?"
GS113,"One person gets killed in man-animal conflict in Karnataka per week reveals official data",https://news.google.com/rss/articles/CBMi2gFBVV95cUxONUdrVHY1TXZUQ1dod2E1b08wTWRHNmROSkNqMDdXRThRM3FyWmJzMjBudzQtLTgyRFY1NF9EYTZrNFRNSmoyLVk2Nm9YYjZyZ0kxZWFVNHF0RlRlYU5Nem1GY2ZBbzZsemJEczBQbzNwWGU1U1gybVhkcHZEWFQ3WWhNZ2haeDlSMGd2Smh5TzA4dzd4akh4N1gzc19Ub3hqYjdpOXdPWlRYZFZuenN4b24yWGlGMnNMWFZRR2xmbFNVWXBzRFo4Wmt5RUE2UjBzWG91NHRzNkx6Zw,Deccan Herald,2024-03-31,Karnataka,15.3173,75.7139,YES,research,hwc_statistics,,,,,Karnataka,15.3173,75.7139,state,YES,,1,0,0,critical,,"Aggregated HWC data — 1 person/week. This is a data report not a single event. State level correct. VALIDATE: Should this be a 'research' type or a 'hwc' aggregate event?"
GS114,"Video: 300 Blackbucks Roam Karnataka Villages Amid Poaching Fears",https://news.google.com/rss/articles/CBMiqAFBVV95cUxNei0xQ21HVDRidDc1cmdaaUhFNml4bXRfMWZ4T29lNFU2STM3cTlJQUxhODFCRlJhYTFoVmR2QUVqVWU3M1kwdU84SE53anN4bWxSa3pJZTIxQ1lELUo3ZTI3eW91ZS12R2VVTGJtcm5jOU5odHRiSWNELURMamNfSUhsU0ZJU1dvVXk4cTl3R19WXzdoMmNpbDFKYVMxSmdIYTdyV1B2REPSAbABQVVfeXFMTzEtV2o5c1dMRGlYZ0t1QnktUVZ5blNna2ExX0dkejhJc0dsY3NFTTFDenFzSlZwTUJtMlpXbUJvb0xhaTVvNURqaHpNY2pZSk5hT1BJYllHaURNRlpBT3gzcnFHV3V4N01yejViRko3QnM3d3hDa3VDTTg0VV91VGlQUl9RWGdlVXB2ZlZuWDQxdTlQczVwUWRPcHBnYjR1QkloSHlnUjRJTHk5QnRRX1c,NDTV,2022-08-09,Karnataka,15.3173,75.7139,YES,sighting,mass_sighting,Blackbuck,Antilope cervicapra,NT,300,Karnataka,15.3173,75.7139,state,NO,too_broad,0,0,0,medium,,"VALIDATE: Which villages in Karnataka? State centroid is fallback. 300 blackbucks is a significant sighting."
GS115,Rajasthan to deploy AI surveillance system in tiger reserves to curb poaching and monitor wildlife - Daily Pioneer,https://news.google.com/rss/articles/CBMimAFBVV95cUxQRE80cjFLNjJ2TVN1WGk3NHFCdVE3WE9FcXhZWHpCQ1BlXzlxSUNKS3VjeW9LY0lRZXRDR091UHF1YXNibjYtMW04V2djdVNsX3JjUGxNT3hoeDZtVVBMRU91QWRzOWxJN3ZCTmhQSWJnVUtFYVpZSTJ5eTBFVDVqTzJ0VmhUOUhwUUhJaXBLRS1vaVJzWEQ2eg?oc=5,The Pioneer,2026-06-15,Rajasthan,27.0238,74.2179,YES,conservation_action,tech_deployment,Tiger,Panthera tigris,EN,,Rajasthan,27.0238,74.2179,state,YES,,0,0,0,low,,"VALIDATE: Which tiger reserves specifically? Ranthambore, Sariska, Mukundra Hills all in Rajasthan."
GS116,"How a Gap in Environmental Regulation Enabled NTPC's 4,500-Acre Solar Project Near Gujarat's Wetlands",https://thewire.in/environment/how-a-gap-in-environmental-regulation-enabled-ntpcs-4500-acre-solar-project-near-gujarats-wetlands,The Wire,2026-06-13,Gujarat,22.2587,71.1924,YES,habitat_threat,industrial_project,Greater Flamingo,Phoenicopterus roseus,LC,,Little Rann of Kutch,23.2,71.8,landscape,NO,too_broad,0,0,0,high,,NTPC 4500-acre solar project near flamingo breeding habitat. v1 pinned to Gujarat state centroid. VALIDATE: Exact project location near Little Rann of Kutch?
